datestamp,centre_name,purchasing_power_quantile,estimated_actual_footfall,estimated_actual_footfall_rolling,indexed_signal,indexed_signal_rolling,source
2024-03-13,Met Office - Bradford,0,594472,572030,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-14,Met Office - Bradford,0,619412,578243,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-15,Met Office - Bradford,0,563628,572556,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-16,Met Office - Bradford,0,581482,598336,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-17,Met Office - Bradford,0,520639,583003,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-18,Met Office - Bradford,0,685012,594361,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-19,Met Office - Bradford,0,591192,561794,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-20,Met Office - Bradford,0,569941,571152,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-21,Met Office - Bradford,0,660207,592204,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-22,Met Office - Bradford,0,675842,587895,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-23,Met Office - Bradford,0,619068,607083,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-24,Met Office - Bradford,0,601643,588440,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-25,Met Office - Bradford,0,619726,603408,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-26,Met Office - Bradford,0,606654,570455,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-27,Met Office - Bradford,0,592211,581588,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-28,Met Office - Bradford,0,628583,606138,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-29,Met Office - Bradford,0,683998,596881,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-30,Met Office - Bradford,0,674819,613546,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-03-31,Met Office - Bradford,0,585220,594231,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-01,Met Office - Bradford,0,641199,606620,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-02,Met Office - Bradford,0,646640,590618,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-03,Met Office - Bradford,0,642239,591410,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-04,Met Office - Bradford,0,610976,606666,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-05,Met Office - Bradford,0,660297,610072,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-06,Met Office - Bradford,0,631766,614973,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-07,Met Office - Bradford,0,630693,596415,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-08,Met Office - Bradford,0,678199,624811,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-09,Met Office - Bradford,0,760299,613285,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-10,Met Office - Bradford,0,676419,605178,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-11,Met Office - Bradford,0,686906,625376,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-12,Met Office - Bradford,0,716655,636533,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-13,Met Office - Bradford,0,664613,622804,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-14,Met Office - Bradford,0,673689,612553,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-15,Met Office - Bradford,0,685602,650627,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-16,Met Office - Bradford,0,677889,629430,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-17,Met Office - Bradford,0,656057,611408,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-18,Met Office - Bradford,0,709833,634414,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-19,Met Office - Bradford,0,675616,639184,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-20,Met Office - Bradford,0,603419,618001,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-21,Met Office - Bradford,0,532117,597579,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-22,Met Office - Bradford,0,639066,647297,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-23,Met Office - Bradford,0,646968,637219,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-24,Met Office - Bradford,0,638941,624326,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-25,Met Office - Bradford,0,641672,651084,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-26,Met Office - Bradford,0,666164,663172,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-27,Met Office - Bradford,0,655123,632898,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-28,Met Office - Bradford,0,584112,589730,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-29,Met Office - Bradford,0,661090,658556,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-04-30,Met Office - Bradford,0,680688,658619,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-01,Met Office - Bradford,0,647258,631867,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-02,Met Office - Bradford,0,663999,657454,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-03,Met Office - Bradford,0,669206,678254,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-04,Met Office - Bradford,0,612555,637337,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-05,Met Office - Bradford,0,695960,614776,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-06,Met Office - Bradford,0,636123,651572,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-07,Met Office - Bradford,0,640570,665673,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-08,Met Office - Bradford,0,672646,646539,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-09,Met Office - Bradford,0,704643,663802,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-10,Met Office - Bradford,0,682329,679181,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-11,Met Office - Bradford,0,664210,643786,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-12,Met Office - Bradford,0,640623,620345,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-13,Met Office - Bradford,0,631392,653239,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-14,Met Office - Bradford,0,654226,672469,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-15,Met Office - Bradford,0,641455,653573,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-16,Met Office - Bradford,0,633386,664488,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-17,Met Office - Bradford,0,668755,677003,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-18,Met Office - Bradford,0,586808,631213,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-19,Met Office - Bradford,0,608745,623705,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-20,Met Office - Bradford,0,683095,659224,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-21,Met Office - Bradford,0,640390,671576,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-22,Met Office - Bradford,0,669582,657480,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-23,Met Office - Bradford,0,636297,668105,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-24,Met Office - Bradford,0,668600,678189,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-25,Met Office - Bradford,0,614293,628717,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-26,Met Office - Bradford,0,622855,622586,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-27,Met Office - Bradford,0,643771,654306,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-28,Met Office - Bradford,0,637793,654075,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-29,Met Office - Bradford,0,638982,652132,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-30,Met Office - Bradford,0,635269,660728,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-05-31,Met Office - Bradford,0,634973,666521,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-01,Met Office - Bradford,0,659161,627938,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-02,Met Office - Bradford,0,632931,616763,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-03,Met Office - Bradford,0,665315,651408,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-04,Met Office - Bradford,0,667857,652642,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-05,Met Office - Bradford,0,607973,645262,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-06,Met Office - Bradford,0,630031,649328,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-07,Met Office - Bradford,0,629276,659901,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-08,Met Office - Bradford,0,701224,641911,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-09,Met Office - Bradford,0,665816,635863,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-10,Met Office - Bradford,0,697917,659815,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-11,Met Office - Bradford,0,667510,655576,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-12,Met Office - Bradford,0,665061,648994,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-13,Met Office - Bradford,0,661341,652138,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-14,Met Office - Bradford,0,660562,659100,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-15,Met Office - Bradford,0,627507,637965,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-16,Met Office - Bradford,0,624718,641664,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-17,Met Office - Bradford,0,646128,657677,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-18,Met Office - Bradford,0,608483,645261,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-19,Met Office - Bradford,0,648121,649117,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-20,Met Office - Bradford,0,596202,642453,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-21,Met Office - Bradford,0,596451,648707,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-22,Met Office - Bradford,0,592748,635136,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-23,Met Office - Bradford,0,583075,625537,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-24,Met Office - Bradford,0,588179,650828,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-25,Met Office - Bradford,0,612200,641208,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-26,Met Office - Bradford,0,610796,640281,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-27,Met Office - Bradford,0,620686,630459,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-28,Met Office - Bradford,0,660956,645653,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-29,Met Office - Bradford,0,624004,629392,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-06-30,Met Office - Bradford,0,628303,623777,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-01,Met Office - Bradford,0,659500,654844,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-02,Met Office - Bradford,0,635623,638551,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-03,Met Office - Bradford,0,663438,643422,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-04,Met Office - Bradford,0,649999,632832,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-05,Met Office - Bradford,0,712893,651959,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-06,Met Office - Bradford,0,662623,640223,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-07,Met Office - Bradford,0,620300,625428,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-08,Met Office - Bradford,0,641931,648963,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-09,Met Office - Bradford,0,614279,634821,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-10,Met Office - Bradford,0,637515,638841,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-11,Met Office - Bradford,0,676963,638642,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-12,Met Office - Bradford,0,681986,653871,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-13,Met Office - Bradford,0,688132,650771,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-14,Met Office - Bradford,0,649441,629226,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-15,Met Office - Bradford,0,650326,649899,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-16,Met Office - Bradford,0,640688,635234,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-17,Met Office - Bradford,0,614832,635391,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-18,Met Office - Bradford,0,666915,643162,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-19,Met Office - Bradford,0,631402,653361,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-20,Met Office - Bradford,0,663307,651364,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-21,Met Office - Bradford,0,660937,633227,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-22,Met Office - Bradford,0,703952,655419,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-23,Met Office - Bradford,0,673626,636058,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-24,Met Office - Bradford,0,652181,641706,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-25,Met Office - Bradford,0,669842,648850,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-26,Met Office - Bradford,0,701818,663724,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-27,Met Office - Bradford,0,688477,649543,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-28,Met Office - Bradford,0,674015,634398,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-29,Met Office - Bradford,0,653518,649076,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-30,Met Office - Bradford,0,647507,633201,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-07-31,Met Office - Bradford,0,643454,638620,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-01,Met Office - Bradford,0,632817,644775,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-02,Met Office - Bradford,0,664310,664260,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-03,Met Office - Bradford,0,631335,650089,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-04,Met Office - Bradford,0,657196,639038,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-05,Met Office - Bradford,0,655389,650399,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-06,Met Office - Bradford,0,636135,637151,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-07,Met Office - Bradford,0,618125,634335,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-08,Met Office - Bradford,0,627178,649200,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-09,Met Office - Bradford,0,656136,672786,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-10,Met Office - Bradford,0,628063,655135,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-11,Met Office - Bradford,0,655982,649453,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-12,Met Office - Bradford,0,597489,651729,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-13,Met Office - Bradford,0,569324,631026,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-14,Met Office - Bradford,0,639602,638450,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-15,Met Office - Bradford,0,603513,646747,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-16,Met Office - Bradford,0,686348,676413,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-17,Met Office - Bradford,0,688179,664302,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-18,Met Office - Bradford,0,661525,654199,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-19,Met Office - Bradford,0,682078,654955,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-20,Met Office - Bradford,0,642146,631958,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-21,Met Office - Bradford,0,670299,639430,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-22,Met Office - Bradford,0,650433,646808,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-23,Met Office - Bradford,0,651000,667572,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-24,Met Office - Bradford,0,616434,657704,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-25,Met Office - Bradford,0,598558,651093,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-26,Met Office - Bradford,0,601884,649234,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-27,Met Office - Bradford,0,582369,627399,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-28,Met Office - Bradford,0,604487,634711,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-29,Met Office - Bradford,0,580652,633050,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-30,Met Office - Bradford,0,642379,661913,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-08-31,Met Office - Bradford,0,588173,643424,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-01,Met Office - Bradford,0,577469,640812,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-02,Met Office - Bradford,0,607015,643046,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-03,Met Office - Bradford,0,611422,623218,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-04,Met Office - Bradford,0,596812,632137,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-05,Met Office - Bradford,0,614427,625551,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-06,Met Office - Bradford,0,621218,660459,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-07,Met Office - Bradford,0,622151,637545,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-08,Met Office - Bradford,0,619111,634836,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-09,Met Office - Bradford,0,610490,629695,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-10,Met Office - Bradford,0,623151,616008,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-11,Met Office - Bradford,0,622757,627934,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-12,Met Office - Bradford,0,612366,617341,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-13,Met Office - Bradford,0,614187,647940,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-14,Met Office - Bradford,0,541796,616590,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-15,Met Office - Bradford,0,547551,616770,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-16,Met Office - Bradford,0,618861,624744,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-17,Met Office - Bradford,0,600296,609263,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-18,Met Office - Bradford,0,587749,619976,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-19,Met Office - Bradford,0,585427,610571,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-20,Met Office - Bradford,0,640579,644550,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-21,Met Office - Bradford,0,595723,611503,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-22,Met Office - Bradford,0,575191,605055,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-23,Met Office - Bradford,0,577795,613659,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
2024-09-24,Met Office - Bradford,0,604919,604804,,,huq-geospatial-gb/met_office_bradford/footfall/footfall_2019-01-01_2024-12-31.csv
