,datestamp,estimated_actual_footfall,year,month,weekday,week_of_year,Sin_weekday,Cos_weekday,Sin_monthday,Cos_monthday,Sin_week_of_year,Cos_week_of_year,Sin_month,Cos_month,is_weekend,bank_hol,school_hol,covid,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,daylight_duration,area_name,area_Bradford - BID,area_Bradford - City Centre,area_Bradford - Lister Park,area_Bradford - Local Authority,area_Bradford - Roberts Park
15430,2022-11-30,758134.0,2022,11,2,48,0.8660254037844387,-0.4999999999999998,-0.2012985200886611,0.9795299412524944,-0.5586467658036526,0.8294056854502017,-0.5000000000000004,0.8660254037844384,0,0,0,0,3.462,0.0,9.178235,28263.062,Bradford - Local Authority,0,0,0,1,0
15431,2022-11-30,10209.12,2022,11,2,48,0.8660254037844387,-0.4999999999999998,-0.2012985200886611,0.9795299412524944,-0.5586467658036526,0.8294056854502017,-0.5000000000000004,0.8660254037844384,0,0,0,0,3.1729167,0.0,10.446206,28263.062,Bradford - Roberts Park,0,0,0,0,1
15438,2022-12-01,99313.185,2022,12,3,48,1.2246467991473532e-16,-1.0,0.20129852008866,0.9795299412524944,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,0,0,0,0,4.2875004,0.0,7.342588,28121.703,Bradford - BID,1,0,0,0,0
15439,2022-12-01,47360.485,2022,12,3,48,1.2246467991473532e-16,-1.0,0.20129852008866,0.9795299412524944,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,0,0,0,0,4.2875004,0.0,7.342588,28121.703,Bradford - City Centre,0,1,0,0,0
15440,2022-12-01,9873.64,2022,12,3,48,1.2246467991473532e-16,-1.0,0.20129852008866,0.9795299412524944,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,0,0,0,0,4.2875004,0.0,7.342588,28121.703,Bradford - Lister Park,0,0,1,0,0
15441,2022-12-01,695700.0,2022,12,3,48,1.2246467991473532e-16,-1.0,0.20129852008866,0.9795299412524944,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,0,0,0,0,4.8265834,0.0,8.161764,28121.703,Bradford - Local Authority,0,0,0,1,0
15442,2022-12-01,5589.955,2022,12,3,48,1.2246467991473532e-16,-1.0,0.20129852008866,0.9795299412524944,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,0,0,0,0,4.2875004,0.0,7.342588,28121.703,Bradford - Roberts Park,0,0,0,0,1
15449,2022-12-02,123124.865,2022,12,4,48,-0.8660254037844385,-0.5000000000000004,0.3943558551133185,0.9189578116202306,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,0,0,0,0,3.65625,0.6,11.709688,27985.957,Bradford - BID,1,0,0,0,0
15450,2022-12-02,78641.11,2022,12,4,48,-0.8660254037844385,-0.5000000000000004,0.3943558551133185,0.9189578116202306,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,0,0,0,0,3.65625,0.6,11.709688,27985.957,Bradford - City Centre,0,1,0,0,0
15451,2022-12-02,14451.95,2022,12,4,48,-0.8660254037844385,-0.5000000000000004,0.3943558551133185,0.9189578116202306,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,0,0,0,0,3.65625,0.6,11.709688,27985.957,Bradford - Lister Park,0,0,1,0,0
15452,2022-12-02,734686.0,2022,12,4,48,-0.8660254037844385,-0.5000000000000004,0.3943558551133185,0.9189578116202306,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,0,0,0,0,3.8640833,0.2,13.044722,27985.957,Bradford - Local Authority,0,0,0,1,0
15453,2022-12-02,2765.24,2022,12,4,48,-0.8660254037844385,-0.5000000000000004,0.3943558551133185,0.9189578116202306,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,0,0,0,0,3.65625,0.6,11.709688,27985.957,Bradford - Roberts Park,0,0,0,0,1
15459,2022-12-03,102007.74,2022,12,5,48,-0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,1,0,0,0,3.70625,1.6000001,16.80857,27856.133,Bradford - BID,1,0,0,0,0
15460,2022-12-03,79284.08,2022,12,5,48,-0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,1,0,0,0,3.70625,1.6000001,16.80857,27856.133,Bradford - City Centre,0,1,0,0,0
15461,2022-12-03,10566.03,2022,12,5,48,-0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,1,0,0,0,3.70625,1.6000001,16.80857,27856.133,Bradford - Lister Park,0,0,1,0,0
15462,2022-12-03,761868.0,2022,12,5,48,-0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,1,0,0,0,3.8411667,0.4,17.673029,27856.133,Bradford - Local Authority,0,0,0,1,0
15463,2022-12-03,1437.58,2022,12,5,48,-0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,1,0,0,0,3.70625,1.6000001,16.80857,27856.133,Bradford - Roberts Park,0,0,0,0,1
15469,2022-12-04,77528.235,2022,12,6,48,-2.4492935982947064e-16,1.0,0.72479278722912,0.6889669190756866,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,1,0,0,0,3.752083,4.2,18.681883,27732.518,Bradford - BID,1,0,0,0,0
15470,2022-12-04,46208.44,2022,12,6,48,-2.4492935982947064e-16,1.0,0.72479278722912,0.6889669190756866,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,1,0,0,0,3.752083,4.2,18.681883,27732.518,Bradford - City Centre,0,1,0,0,0
15471,2022-12-04,14226.17,2022,12,6,48,-2.4492935982947064e-16,1.0,0.72479278722912,0.6889669190756866,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,1,0,0,0,3.752083,4.2,18.681883,27732.518,Bradford - Lister Park,0,0,1,0,0
15472,2022-12-04,746080.0,2022,12,6,48,-2.4492935982947064e-16,1.0,0.72479278722912,0.6889669190756866,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,1,0,0,0,3.734917,3.2999995,20.082708,27732.518,Bradford - Local Authority,0,0,0,1,0
15473,2022-12-04,15641.57,2022,12,6,48,-2.4492935982947064e-16,1.0,0.72479278722912,0.6889669190756866,-0.5586467658036526,0.8294056854502017,-2.4492935982947064e-16,1.0,1,0,0,0,3.752083,4.2,18.681883,27732.518,Bradford - Roberts Park,0,0,0,0,1
15480,2022-12-05,84944.55,2022,12,0,49,0.0,1.0,0.8486442574947509,0.5289640103269624,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,4.758333,0.4,20.620804,27615.422,Bradford - BID,1,0,0,0,0
15481,2022-12-05,65106.09,2022,12,0,49,0.0,1.0,0.8486442574947509,0.5289640103269624,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,4.758333,0.4,20.620804,27615.422,Bradford - City Centre,0,1,0,0,0
15482,2022-12-05,14085.16,2022,12,0,49,0.0,1.0,0.8486442574947509,0.5289640103269624,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,4.758333,0.4,20.620804,27615.422,Bradford - Lister Park,0,0,1,0,0
15483,2022-12-05,747489.0,2022,12,0,49,0.0,1.0,0.8486442574947509,0.5289640103269624,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,4.697417,0.9000001,21.385939,27615.422,Bradford - Local Authority,0,0,0,1,0
15484,2022-12-05,5931.610000000001,2022,12,0,49,0.0,1.0,0.8486442574947509,0.5289640103269624,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,4.758333,0.4,20.620804,27615.422,Bradford - Roberts Park,0,0,0,0,1
15490,2022-12-06,86575.97,2022,12,1,49,0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,2.841667,0.0,14.973576,27505.143,Bradford - BID,1,0,0,0,0
15491,2022-12-06,39699.05,2022,12,1,49,0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,2.841667,0.0,14.973576,27505.143,Bradford - City Centre,0,1,0,0,0
15492,2022-12-06,16902.76,2022,12,1,49,0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,2.841667,0.0,14.973576,27505.143,Bradford - Lister Park,0,0,1,0,0
15493,2022-12-06,731372.0,2022,12,1,49,0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,2.5870001,0.0,13.1041975,27505.143,Bradford - Local Authority,0,0,0,1,0
15494,2022-12-06,3852.63,2022,12,1,49,0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,2.841667,0.0,14.973576,27505.143,Bradford - Roberts Park,0,0,0,0,1
15501,2022-12-07,119645.57,2022,12,2,49,0.8660254037844387,-0.4999999999999998,0.9884683243281114,0.1514277775045767,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-0.012500013,0.0,14.84318,27401.996,Bradford - BID,1,0,0,0,0
15502,2022-12-07,49586.63,2022,12,2,49,0.8660254037844387,-0.4999999999999998,0.9884683243281114,0.1514277775045767,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-0.012500013,0.0,14.84318,27401.996,Bradford - City Centre,0,1,0,0,0
15503,2022-12-07,8248.14,2022,12,2,49,0.8660254037844387,-0.4999999999999998,0.9884683243281114,0.1514277775045767,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-0.012500013,0.0,14.84318,27401.996,Bradford - Lister Park,0,0,1,0,0
15504,2022-12-07,747832.0,2022,12,2,49,0.8660254037844387,-0.4999999999999998,0.9884683243281114,0.1514277775045767,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-0.021333331,0.0,14.693999,27401.996,Bradford - Local Authority,0,0,0,1,0
15505,2022-12-07,6743.06,2022,12,2,49,0.8660254037844387,-0.4999999999999998,0.9884683243281114,0.1514277775045767,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-0.012500013,0.0,14.84318,27401.996,Bradford - Roberts Park,0,0,0,0,1
15512,2022-12-08,74100.00499999999,2022,12,3,49,1.2246467991473532e-16,-1.0,0.9987165071710528,-0.0506491688387126,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-1.3416666,0.0,14.386494,27306.271,Bradford - BID,1,0,0,0,0
15513,2022-12-08,67194.68,2022,12,3,49,1.2246467991473532e-16,-1.0,0.9987165071710528,-0.0506491688387126,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-1.3416666,0.0,14.386494,27306.271,Bradford - City Centre,0,1,0,0,0
15514,2022-12-08,4185.66,2022,12,3,49,1.2246467991473532e-16,-1.0,0.9987165071710528,-0.0506491688387126,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-1.3416666,0.0,14.386494,27306.271,Bradford - Lister Park,0,0,1,0,0
15515,2022-12-08,767265.0,2022,12,3,49,1.2246467991473532e-16,-1.0,0.9987165071710528,-0.0506491688387126,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-1.2734166,0.0,14.039999,27306.271,Bradford - Local Authority,0,0,0,1,0
15516,2022-12-08,10609.48,2022,12,3,49,1.2246467991473532e-16,-1.0,0.9987165071710528,-0.0506491688387126,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-1.3416666,0.0,14.386494,27306.271,Bradford - Roberts Park,0,0,0,0,1
15523,2022-12-09,105526.345,2022,12,4,49,-0.8660254037844385,-0.5000000000000004,0.9680771188662044,-0.2506525322587204,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-0.92708343,0.0,14.332341,27218.06,Bradford - BID,1,0,0,0,0
15524,2022-12-09,70935.12,2022,12,4,49,-0.8660254037844385,-0.5000000000000004,0.9680771188662044,-0.2506525322587204,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-0.92708343,0.0,14.332341,27218.06,Bradford - City Centre,0,1,0,0,0
15525,2022-12-09,9521.67,2022,12,4,49,-0.8660254037844385,-0.5000000000000004,0.9680771188662044,-0.2506525322587204,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-0.92708343,0.0,14.332341,27218.06,Bradford - Lister Park,0,0,1,0,0
15526,2022-12-09,776185.0,2022,12,4,49,-0.8660254037844385,-0.5000000000000004,0.9680771188662044,-0.2506525322587204,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-0.44425,0.0,15.815435,27218.06,Bradford - Local Authority,0,0,0,1,0
15527,2022-12-09,1437.58,2022,12,4,49,-0.8660254037844385,-0.5000000000000004,0.9680771188662044,-0.2506525322587204,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,0,0,0,0,-0.92708343,0.0,14.332341,27218.06,Bradford - Roberts Park,0,0,0,0,1
15533,2022-12-10,51450.25,2022,12,5,49,-0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,1,0,0,0,0.35208333,0.0,14.799459,27136.273,Bradford - BID,1,0,0,0,0
15534,2022-12-10,32861.13,2022,12,5,49,-0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,1,0,0,0,0.35208333,0.0,14.799459,27136.273,Bradford - City Centre,0,1,0,0,0
15535,2022-12-10,19667.46,2022,12,5,49,-0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,1,0,0,0,0.35208333,0.0,14.799459,27136.273,Bradford - Lister Park,0,0,1,0,0
15536,2022-12-10,724318.0,2022,12,5,49,-0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,1,0,0,0,0.51825,0.0,16.746773,27136.273,Bradford - Local Authority,0,0,0,1,0
15537,2022-12-10,11327.73,2022,12,5,49,-0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,1,0,0,0,0.35208333,0.0,14.799459,27136.273,Bradford - Roberts Park,0,0,0,0,1
15543,2022-12-11,71959.89,2022,12,6,49,-2.4492935982947064e-16,1.0,0.7907757369376989,-0.6121059825476626,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,1,0,0,0,-1.4083334,0.4,9.3876505,27060.818,Bradford - BID,1,0,0,0,0
15544,2022-12-11,93145.23,2022,12,6,49,-2.4492935982947064e-16,1.0,0.7907757369376989,-0.6121059825476626,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,1,0,0,0,-1.4083334,0.4,9.3876505,27060.818,Bradford - City Centre,0,1,0,0,0
15545,2022-12-11,23525.36,2022,12,6,49,-2.4492935982947064e-16,1.0,0.7907757369376989,-0.6121059825476626,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,1,0,0,0,-1.4083334,0.4,9.3876505,27060.818,Bradford - Lister Park,0,0,1,0,0
15546,2022-12-11,703754.0,2022,12,6,49,-2.4492935982947064e-16,1.0,0.7907757369376989,-0.6121059825476626,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,1,0,0,0,-1.3025833,0.5,8.4963045,27060.818,Bradford - Local Authority,0,0,0,1,0
15547,2022-12-11,4751.87,2022,12,6,49,-2.4492935982947064e-16,1.0,0.7907757369376989,-0.6121059825476626,-0.4566292373937137,0.889657090994747,-2.4492935982947064e-16,1.0,1,0,0,0,-1.4083334,0.4,9.3876505,27060.818,Bradford - Roberts Park,0,0,0,0,1
15554,2022-12-12,105912.63,2022,12,0,50,0.0,1.0,0.6513724827222223,-0.758758122692791,-0.3482016354343991,0.9374196611341208,-2.4492935982947064e-16,1.0,0,0,0,0,-2.904167,0.0,9.693296,26991.78,Bradford - BID,1,0,0,0,0
15555,2022-12-12,75525.11,2022,12,0,50,0.0,1.0,0.6513724827222223,-0.758758122692791,-0.3482016354343991,0.9374196611341208,-2.4492935982947064e-16,1.0,0,0,0,0,-2.904167,0.0,9.693296,26991.78,Bradford - City Centre,0,1,0,0,0
15556,2022-12-12,16795.045000000002,2022,12,0,50,0.0,1.0,0.6513724827222223,-0.758758122692791,-0.3482016354343991,0.9374196611341208,-2.4492935982947064e-16,1.0,0,0,0,0,-2.904167,0.0,9.693296,26991.78,Bradford - Lister Park,0,0,1,0,0
15557,2022-12-12,762752.0,2022,12,0,50,0.0,1.0,0.6513724827222223,-0.758758122692791,-0.3482016354343991,0.9374196611341208,-2.4492935982947064e-16,1.0,0,0,0,0,-2.2859168,0.0,10.703569,26991.78,Bradford - Local Authority,0,0,0,1,0
15558,2022-12-12,13729.995,2022,12,0,50,0.0,1.0,0.6513724827222223,-0.758758122692791,-0.3482016354343991,0.9374196611341208,-2.4492935982947064e-16,1.0,0,0,0,0,-2.904167,0.0,9.693296,26991.78,Bradford - Roberts Park,0,0,0,0,1
15564,2022-12-13,106207.145,2022,12,1,50,0.8660254037844386,0.5000000000000001,0.485301962531081,-0.8743466161445821,-0.3482016354343991,0.9374196611341208,-2.4492935982947064e-16,1.0,0,0,0,0,-1.8958331,0.0,9.686609,26929.254,Bradford - BID,1,0,0,0,0
15565,2022-12-13,95468.77,2022,12,1,50,0.8660254037844386,0.5000000000000001,0.485301962531081,-0.8743466161445821,-0.3482016354343991,0.9374196611341208,-2.4492935982947064e-16,1.0,0,0,0,0,-1.8958331,0.0,9.686609,26929.254,Bradford - City Centre,0,1,0,0,0
