area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,,Event took place
BD WALL - Wayfinders,daily,24/06/2019,16752.14,16752.14,4148.155349078436,4148.155349078436,12603.984650921564,12603.984650921564,,
BD WALL - Wayfinders,weekly,24/06/2019,189549.87,27078.55,40610.552362767994,5801.506868260217,148939.31763723202,21277.043131739785,,
BD WALL - Wayfinders,daily,25/06/2019,12274.5,12274.5,3039.4046869392964,3039.4046869392964,9235.095313060703,9235.095313060703,,
BD WALL - Wayfinders,daily,26/06/2019,11512.41,11512.41,2850.6963959401055,2850.6963959401055,8661.713604059894,8661.713604059894,,
BD WALL - Wayfinders,daily,27/06/2019,39031.65,39031.65,9664.994904,9664.994904,29366.65509601416,29366.65509601416,,
BD WALL - Wayfinders,daily,28/06/2019,32558.77,32558.77,8062.184051405642,8062.184051405642,24496.58594859436,24496.58594859436,,
BD WALL - Wayfinders,daily,29/06/2019,44974.8,44974.8,5574.7627523474985,5574.7627523474985,39400.03724765251,39400.03724765251,,
BD WALL - Wayfinders,daily,30/06/2019,40646.24,40646.24,5038.224623010597,5038.224623010597,35608.01538,35608.01538,,
BD WALL - Wayfinders,daily,01/07/2019,11722.71,11722.71,2902.7707619561006,2902.7707619561006,8819.939238043899,8819.939238043899,,
BD WALL - Wayfinders,weekly,01/07/2019,174944.77,24992.11,37481.448774812685,5354.492682116098,137463.3212251873,19637.617317883905,,
BD WALL - Wayfinders,monthly,01/07/2019,779124.46,25133.05,166925.33041538534,5384.688699924015,612199.1295846147,19748.361300075987,,
BD WALL - Wayfinders,daily,02/07/2019,19817.97,19817.97,4907.314424507913,4907.314424507913,14910.655575492088,14910.655575492088,,
BD WALL - Wayfinders,daily,03/07/2019,22731.83,22731.83,5628.842775,5628.842775,17102.987224758053,17102.987224758053,,
BD WALL - Wayfinders,daily,04/07/2019,17904.52,17904.52,4433.507027202605,4433.507027202605,13471.012972797396,13471.012972797396,,
BD WALL - Wayfinders,daily,05/07/2019,31083.97,31083.97,7696.994916834126,7696.994916834126,23386.975083165875,23386.975083165875,,
BD WALL - Wayfinders,daily,06/07/2019,13589.76,13589.76,1684.4919346243216,1684.4919346243216,11905.26806537568,11905.26806537568,,
BD WALL - Wayfinders,daily,07/07/2019,32319.41,32319.41,4006.0888107528494,4006.0888107528494,28313.32118924715,28313.32118924715,,
BD WALL - Wayfinders,daily,08/07/2019,9059.84,9059.84,2243.3924118228942,2243.3924118228942,6816.447588177106,6816.447588177106,,
BD WALL - Wayfinders,weekly,08/07/2019,188051.58,26864.51,40289.547740081565,5755.649371086904,147762.03225991843,21108.860628913095,,
BD WALL - Wayfinders,daily,09/07/2019,25280.61,25280.61,6259.9702246677625,6259.9702246677625,19020.639775332238,19020.639775332238,,
BD WALL - Wayfinders,daily,10/07/2019,61351.17,61351.17,15191.741712266043,15191.741712266043,46159.42828773396,46159.42828773396,,
BD WALL - Wayfinders,daily,11/07/2019,21830.99,21830.99,5405.777288404816,5405.777288404816,16425.212711595184,16425.212711595184,,
BD WALL - Wayfinders,daily,12/07/2019,37485.24,37485.24,9282.073742070503,9282.073742070503,28203.166257929493,28203.166257929493,,
BD WALL - Wayfinders,daily,13/07/2019,14029.02,14029.02,1738.939542764795,1738.939542764795,12290.080457235206,12290.080457235206,,
BD WALL - Wayfinders,daily,14/07/2019,24044.03,24044.03,2980.330381909999,2980.330381909999,21063.699618090002,21063.699618090002,,
BD WALL - Wayfinders,daily,15/07/2019,5600.98,5600.98,1386.911472031713,1386.911472031713,4214.068527968287,4214.068527968287,,
BD WALL - Wayfinders,weekly,15/07/2019,162648.02,23235.43,34846.90299661264,4978.128693448486,127801.11700338736,18257.301306551515,,
BD WALL - Wayfinders,daily,16/07/2019,21533.14,21533.14,5332.023841339365,5332.023841339365,16201.116158660634,16201.116158660634,,
BD WALL - Wayfinders,daily,17/07/2019,20630.2,20630.2,5108.4383537003605,5108.4383537003605,15521.76164629964,15521.76164629964,,
BD WALL - Wayfinders,daily,18/07/2019,10020.06,10020.06,2481.16154,2481.16154,7538.89846,7538.89846,,
BD WALL - Wayfinders,daily,19/07/2019,23305.38,23305.38,5770.864899010253,5770.864899010253,17534.51510098975,17534.51510098975,,
BD WALL - Wayfinders,daily,20/07/2019,7014.51,7014.51,869.4697713823975,869.4697713823975,6145.040228617603,6145.040228617603,,
BD WALL - Wayfinders,daily,21/07/2019,23019.78,23019.78,2853.3714905065476,2853.3714905065476,20166.408509493453,20166.408509493453,,
BD WALL - Wayfinders,daily,22/07/2019,7793.9,7793.9,1929.9210712889471,1929.9210712889471,5863.9789287110525,5863.9789287110525,,
BD WALL - Wayfinders,weekly,22/07/2019,180498.25,25785.46,38671.26700225639,5524.465796405239,141826.98299774362,20260.99420359476,,
BD WALL - Wayfinders,daily,23/07/2019,29932.65,29932.65,7411.905715305188,7411.905715305188,22520.744284694814,22520.744284694814,,
BD WALL - Wayfinders,daily,24/07/2019,11690.85,11690.85,2894.8816069334207,2894.8816069334207,8795.968393,8795.968393,,
BD WALL - Wayfinders,daily,25/07/2019,27920.24,27920.24,6913.593899260257,6913.593899260257,21006.646100739745,21006.646100739745,,
BD WALL - Wayfinders,daily,26/07/2019,48500.25,48500.25,12009.604233795886,12009.604233795886,36490.645766204114,36490.645766204114,,
BD WALL - Wayfinders,daily,27/07/2019,34069.14,34069.14,4222.973146662403,4222.973146662403,29846.166853337596,29846.166853337596,,
BD WALL - Wayfinders,daily,28/07/2019,13373.39,13373.39,1657.6722174332406,1657.6722174332406,11715.717782566759,11715.717782566759,,
BD WALL - Wayfinders,daily,29/07/2019,14365.16,14365.16,3557.092723,3557.092723,10808.06727666032,10808.06727666032,,
BD WALL - Wayfinders,weekly,29/07/2019,185909.85,26558.55,39830.68781940786,5690.098259915409,146079.16218059216,20868.45174008459,,
BD WALL - Wayfinders,daily,30/07/2019,28014.04,28014.04,6936.820601743853,6936.820601743853,21077.219398256148,21077.219398256148,,
BD WALL - Wayfinders,daily,31/07/2019,17536.27,17536.27,4342.321172302984,4342.321172302984,13193.948827697017,13193.948827697017,,
BD WALL - Wayfinders,daily,01/08/2019,58898.8,58898.8,14584.487252034725,14584.487252034725,44314.312747965276,44314.312747965276,,
BD WALL - Wayfinders,monthly,01/08/2019,841671.45,27150.69,180325.8556308789,5816.962670194822,661345.5943691211,21333.727329805177,,
BD WALL - Wayfinders,daily,02/08/2019,23285.14,23285.14,5765.853081757928,5765.853081757928,17519.286918242073,17519.286918242073,,
BD WALL - Wayfinders,daily,03/08/2019,28442.99,28442.99,3525.594804588178,3525.594804588178,24917.395195411824,24917.395195411824,,
BD WALL - Wayfinders,daily,04/08/2019,20474.6,20474.6,2537.8887165526935,2537.8887165526935,17936.711283447305,17936.711283447305,,
BD WALL - Wayfinders,daily,05/08/2019,19854.11,19854.11,4916.263390688692,4916.263390688692,14937.846609311307,14937.846609311307,,
BD WALL - Wayfinders,weekly,05/08/2019,186655.63,26665.09,39990.46918850669,5712.92417,146665.16081149332,20952.165830213333,,
BD WALL - Wayfinders,daily,06/08/2019,32746.49,32746.49,8108.6671707043715,8108.6671707043715,24637.82282929563,24637.82282929563,,
BD WALL - Wayfinders,daily,07/08/2019,30191.37,30191.37,7475.969814095764,7475.969814095764,22715.400185904233,22715.400185904233,,
BD WALL - Wayfinders,daily,08/08/2019,59593.08,59593.08,14756.404469522055,14756.404469522055,44836.67553047795,44836.67553047795,,
BD WALL - Wayfinders,daily,09/08/2019,24195.87,24195.87,5991.367524752447,5991.367524752447,18204.50247524755,18204.50247524755,,
BD WALL - Wayfinders,daily,10/08/2019,11690.85,11690.85,1449.1162856373292,1449.1162856373292,10241.733714362672,10241.733714362672,,
BD WALL - Wayfinders,daily,11/08/2019,14012.32,14012.32,1736.869527,1736.869527,12275.450472843151,12275.450472843151,,
BD WALL - Wayfinders,daily,12/08/2019,53580.09,53580.09,13267.471316357434,13267.471316357434,40312.61868364256,40312.61868364256,,
BD WALL - Wayfinders,weekly,12/08/2019,182299.35,26042.76,39057.14785704453,5579.5916328035455,143242.20214295547,20463.168367196453,,
BD WALL - Wayfinders,daily,13/08/2019,14029.02,14029.02,3473.857928320105,3473.857928320105,10555.162071679895,10555.162071679895,,
BD WALL - Wayfinders,daily,14/08/2019,27798.6,27798.6,6883.4734718604195,6883.4734718604195,20915.12652813958,20915.12652813958,,
BD WALL - Wayfinders,daily,15/08/2019,26053.09,26053.09,6451.251282,6451.251282,19601.83871846093,19601.83871846093,,
BD WALL - Wayfinders,daily,16/08/2019,32488.2,32488.2,8044.709548268464,8044.709548268464,24443.490451731537,24443.490451731537,,
BD WALL - Wayfinders,daily,17/08/2019,12831.89,12831.89,1590.551651463049,1590.551651463049,11241.33834853695,11241.33834853695,,
BD WALL - Wayfinders,daily,18/08/2019,10509.24,10509.24,1302.6521453676376,1302.6521453676376,9206.587854632362,9206.587854632362,,
BD WALL - Wayfinders,daily,19/08/2019,25693.41,25693.41,6362.187525149944,6362.187525149944,19331.222474850056,19331.222474850056,,
BD WALL - Wayfinders,weekly,19/08/2019,212887.58,30412.51,45610.594272488604,6515.798875716481,167276.9857275114,23896.71112428352,,
BD WALL - Wayfinders,daily,20/08/2019,10020.73,10020.73,2481.327445,2481.327445,7539.402555,7539.402555,,
BD WALL - Wayfinders,daily,21/08/2019,29798.02,29798.02,7378.568711516632,7378.568711516632,22419.451288483368,22419.451288483368,,
BD WALL - Wayfinders,daily,22/08/2019,35910.69,35910.69,8892.184569410088,8892.184569410088,27018.505430589914,27018.505430589914,,
BD WALL - Wayfinders,daily,23/08/2019,127621.09,127621.09,31601.461493201496,31601.461493201496,96019.62851,96019.62851,,
BD WALL - Wayfinders,daily,24/08/2019,12583.33,12583.33,1559.7418862228815,1559.7418862228815,11023.58811377712,11023.58811377712,,
BD WALL - Wayfinders,daily,25/08/2019,36919.68,36919.68,4576.306217984046,4576.306217984046,32343.373782015955,32343.373782015955,,
BD WALL - Wayfinders,daily,26/08/2019,21487.3,21487.3,5320.672966692798,5320.672966692798,16166.627033307203,16166.627033307203,,
BD WALL - Wayfinders,weekly,26/08/2019,169370.18,24195.74,36287.107786364824,5183.872540909261,133083.07221363517,19011.867459090743,,
BD WALL - Wayfinders,daily,27/08/2019,15069.04,15069.04,3731.3870873498504,3731.3870873498504,11337.65291265015,11337.65291265015,,
BD WALL - Wayfinders,daily,28/08/2019,26598.62,26598.62,6586.335108893829,6586.335108893829,20012.28489110617,20012.28489110617,,
BD WALL - Wayfinders,daily,29/08/2019,36807.74,36807.74,9114.311578609557,9114.311578609557,27693.42842139044,27693.42842139044,,
BD WALL - Wayfinders,daily,30/08/2019,11690.85,11690.85,2894.8816069334207,2894.8816069334207,8795.968393,8795.968393,,
BD WALL - Wayfinders,daily,31/08/2019,6530.72,6530.72,809.5025347975056,809.5025347975056,5721.217465202495,5721.217465202495,,
BD WALL - Wayfinders,daily,01/09/2019,13263.73,13263.73,1644.0795281178366,1644.0795281178366,11619.650471882163,11619.650471882163,,
BD WALL - Wayfinders,monthly,01/09/2019,672841.5,22428.05,144154.49067621815,4805.149689207272,528687.0093237819,17622.900310792727,,
BD WALL - Wayfinders,daily,02/09/2019,8768.14,8768.14,2171.1618242486393,2171.1618242486393,6596.978176,6596.978176,,
BD WALL - Wayfinders,weekly,02/09/2019,160166.44,22880.92,34315.23112296589,4902.175874709413,125851.20887703412,17978.74412529059,,
BD WALL - Wayfinders,daily,03/09/2019,21665.33,21665.33,5364.756653720034,5364.756653720034,16300.573346279969,16300.573346279969,,
BD WALL - Wayfinders,daily,04/09/2019,20034.17,20034.17,4960.849745157737,4960.849745157737,15073.320254842261,15073.320254842261,,
BD WALL - Wayfinders,daily,05/09/2019,30747.04,30747.04,7613.564502465276,7613.564502465276,23133.475497534724,23133.475497534724,,
BD WALL - Wayfinders,daily,06/09/2019,4126.18,4126.18,1021.722337460197,1021.722337460197,3104.4576625398036,3104.4576625398036,,
BD WALL - Wayfinders,daily,07/09/2019,6598.58,6598.58,817.9139874415263,817.9139874415263,5780.666012558474,5780.666012558474,,
BD WALL - Wayfinders,daily,08/09/2019,12670.13,12670.13,1570.5010092629784,1570.5010092629784,11099.628990737021,11099.628990737021,,
BD WALL - Wayfinders,daily,09/09/2019,6379.55,6379.55,1579.7005312284484,1579.7005312284484,4799.849468771552,4799.849468771552,,
BD WALL - Wayfinders,weekly,09/09/2019,148379.22,21197.03,31789.850783631096,4541.406948736837,116589.36921636891,16655.623051263163,,
BD WALL - Wayfinders,daily,10/09/2019,10603.42,10603.42,2625.6128107528516,2625.6128107528516,7977.807189247149,7977.807189247149,,
BD WALL - Wayfinders,daily,11/09/2019,13168.73,13168.73,3260.833409347682,3260.833409347682,9907.896590652317,9907.896590652317,,
BD WALL - Wayfinders,daily,12/09/2019,3896.95,3896.95,964.9605356444736,964.9605356444736,2931.9894643555263,2931.9894643555263,,
BD WALL - Wayfinders,daily,13/09/2019,12822.02,12822.02,3174.9812769586865,3174.9812769586865,9647.038723041314,9647.038723041314,,
BD WALL - Wayfinders,daily,14/09/2019,6940.99,6940.99,860.3567445862229,860.3567445862229,6080.633255413777,6080.633255413777,,
BD WALL - Wayfinders,daily,15/09/2019,17036.23,17036.23,2111.6923353616917,2111.6923353616917,14924.537664638308,14924.537664638308,,
BD WALL - Wayfinders,daily,16/09/2019,16469.58,16469.58,4078.1880030894704,4078.1880030894704,12391.391996910532,12391.391996910532,,
BD WALL - Wayfinders,weekly,16/09/2019,156712.75,22387.54,33575.287283438236,4796.470530122564,123137.46271656177,17591.06946987744,,
BD WALL - Wayfinders,daily,17/09/2019,5699.7,5699.7,1411.3564621082658,1411.3564621082658,4288.343537891734,4288.343537891734,,
BD WALL - Wayfinders,daily,18/09/2019,12966.71,12966.71,3210.809332207637,3210.809332207637,9755.900667792363,9755.900667792363,,
BD WALL - Wayfinders,daily,19/09/2019,9741.33,9741.33,2412.1425768073955,2412.1425768073955,7329.187423192604,7329.187423192604,,
BD WALL - Wayfinders,daily,20/09/2019,20134.44,20134.44,4985.678545349957,4985.678545349957,15148.761454650043,15148.761454650043,,
BD WALL - Wayfinders,daily,21/09/2019,10099.26,10099.26,1251.8338819577407,1251.8338819577407,8847.426118,8847.426118,,
BD WALL - Wayfinders,daily,22/09/2019,28373.76,28373.76,3517.013536292487,3517.013536292487,24856.746463707514,24856.746463707514,,
BD WALL - Wayfinders,daily,23/09/2019,14428.89,14428.89,3572.8735095793345,3572.8735095793345,10856.016490420665,10856.016490420665,,
BD WALL - Wayfinders,weekly,23/09/2019,160362.96,22908.99,34357.33500702728,4908.189797086796,126005.62499297272,18000.800202913208,,
BD WALL - Wayfinders,daily,24/09/2019,18925.69,18925.69,4686.368559986979,4686.368559986979,14239.32144001302,14239.32144001302,,
BD WALL - Wayfinders,daily,25/09/2019,26840.77,26840.77,6646.296154,6646.296154,20194.47384626179,20194.47384626179,,
BD WALL - Wayfinders,daily,26/09/2019,14533.38,14533.38,3598.747263763887,3598.747263763887,10934.632736236112,10934.632736236112,,
BD WALL - Wayfinders,daily,27/09/2019,9586.79,9586.79,2373.8754701782377,2373.8754701782377,7212.914529821763,7212.914529821763,,
BD WALL - Wayfinders,daily,28/09/2019,27123.27,27123.27,3362.0115112877506,3362.0115112877506,23761.25848871225,23761.25848871225,,
BD WALL - Wayfinders,daily,29/09/2019,7027.06,7027.06,871.0253819141167,871.0253819141167,6156.034618085884,6156.034618085884,,
BD WALL - Wayfinders,daily,30/09/2019,23281.36,23281.36,5764.91708,5764.91708,17516.44291968544,17516.44291968544,,
BD WALL - Wayfinders,weekly,30/09/2019,177617.99,25374,38054.17900558097,5436.311592579173,139563.81099441904,19937.68840742083,,
BD WALL - Wayfinders,daily,01/10/2019,31772.84,31772.84,7867.5725132080615,7867.5725132080615,23905.267486791938,23905.267486791938,,
BD WALL - Wayfinders,monthly,01/10/2019,809354.31,26108.2,173401.9948749475,5593.611977669093,635952.3151250526,20514.58802233091,,
BD WALL - Wayfinders,daily,02/10/2019,12311.02,12311.02,3048.4477485032726,3048.4477485032726,9262.572251496727,9262.572251496727,,
BD WALL - Wayfinders,daily,03/10/2019,31818.96,31818.96,7878.992721294879,7878.992721294879,23939.96727870512,23939.96727870512,,
BD WALL - Wayfinders,daily,04/10/2019,13507.19,13507.19,3344.6426814436104,3344.6426814436104,10162.54731855639,10162.54731855639,,
BD WALL - Wayfinders,daily,05/10/2019,39955.25,39955.25,4952.574318523537,4952.574318523537,35002.67568147647,35002.67568147647,,
BD WALL - Wayfinders,daily,06/10/2019,24919.88,24919.88,3088.8946435997354,3088.8946435997354,21830.985356400266,21830.985356400266,,
BD WALL - Wayfinders,daily,07/10/2019,6079.59,6079.59,1505.424607166832,1505.424607166832,4574.165392833168,4574.165392833168,,
BD WALL - Wayfinders,weekly,07/10/2019,167959.4,23994.2,35984.85194697889,5140.693135282699,131974.5480530211,18853.506864717303,,
BD WALL - Wayfinders,daily,08/10/2019,1901.28,1901.28,470.7938688,470.7938688,1430.486131151253,1430.486131151253,,
BD WALL - Wayfinders,daily,09/10/2019,32823.89,32823.89,8127.832915,8127.832915,24696.05708545522,24696.05708545522,,
BD WALL - Wayfinders,daily,10/10/2019,35513.65,35513.65,8793.869751136237,8793.869751136237,26719.780248863764,26719.780248863764,,
BD WALL - Wayfinders,daily,11/10/2019,37801.52,37801.52,9360.390815,9360.390815,28441.12918477905,28441.12918477905,,
BD WALL - Wayfinders,daily,12/10/2019,13951.47,13951.47,1729.3269852560445,1729.3269852560445,12222.143014743955,12222.143014743955,,
BD WALL - Wayfinders,daily,13/10/2019,18442.83,18442.83,2286.0446679446495,2286.0446679446495,16156.785332055353,16156.785332055353,,
BD WALL - Wayfinders,daily,14/10/2019,32626.4,32626.4,8078.930553420202,8078.930553420202,24547.46945,24547.46945,,
BD WALL - Wayfinders,weekly,14/10/2019,180039.94,25719.99,38573.07531131311,5510.439024119981,141466.8646886869,20209.55097588002,,
BD WALL - Wayfinders,daily,15/10/2019,26554.33,26554.33,6575.368044362929,6575.368044362929,19978.961955637074,19978.961955637074,,
BD WALL - Wayfinders,daily,16/10/2019,27497.78,27497.78,6808.984595089465,6808.984595089465,20688.795404910532,20688.795404910532,,
BD WALL - Wayfinders,daily,17/10/2019,54314.26,54314.26,13449.266072886028,13449.266072886028,40864.993927113974,40864.993927113974,,
BD WALL - Wayfinders,daily,18/10/2019,13960.12,13960.12,3456.7969496301284,3456.7969496301284,10503.323050369872,10503.323050369872,,
BD WALL - Wayfinders,daily,19/10/2019,11762.68,11762.68,1458.0198318121008,1458.0198318121008,10304.66017,10304.66017,,
BD WALL - Wayfinders,daily,20/10/2019,19449.2,19449.2,2410.7872791642644,2410.7872791642644,17038.41272083574,17038.41272083574,,
