area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,
Baildon,daily,29/07/2024,15986.16,15986.16,13978.13006,13978.13006,2008.029942,2008.029942,
Baildon,daily,30/07/2024,19797.65,19797.65,17310.8568,17310.8568,2486.7932,2486.7932,
Baildon,daily,31/07/2024,1382.1,1382.1,888.4316859,888.4316859,493.6683141,493.6683141,
Baildon,daily,01/08/2024,14913.72,14913.72,9586.731353,9586.731353,5326.988647,5326.988647,
Baildon,daily,01/08/2024,6066.83,6066.83,3899.836484,3899.836484,2166.993516,2166.993516,
Baildon,daily,02/08/2024,14640.84,14640.84,9411.320573,9411.320573,5229.519427,5229.519427,
Baildon,daily,03/08/2024,9728.34,9728.34,6253.502285,6253.502285,3474.837715,3474.837715,
Baildon,daily,04/08/2024,9140.41,9140.41,7992.278306,7992.278306,1148.131694,1148.131694,
Baildon,daily,05/08/2024,31784.86,31784.86,27792.34707,27792.34707,3992.512935,3992.512935,
Baildon,daily,05/08/2024,1382.1,1382.1,888.4316859,888.4316859,493.6683141,493.6683141,
Baildon,daily,06/08/2024,10973.76,10973.76,7054.074306,7054.074306,3919.685694,3919.685694,
Baildon,daily,07/08/2024,3532.57,3532.57,2270.781507,2270.781507,1261.788493,1261.788493,
Baildon,daily,08/08/2024,11239.67,11239.67,7225.004679,7225.004679,4014.665321,4014.665321,
Baildon,daily,09/08/2024,13867.56,13867.56,8914.246227,8914.246227,4953.313773,4953.313773,
Baildon,daily,10/08/2024,29995.49,29995.49,26227.74077,26227.74077,3767.74923,3767.74923,
Baildon,daily,11/08/2024,25157.45,25157.45,21997.40951,21997.40951,3160.040489,3160.040489,
Baildon,daily,12/08/2024,1382.1,1382.1,888.4316859,888.4316859,493.6683141,493.6683141,
Baildon,daily,12/08/2024,19448.43,19448.43,12501.70136,12501.70136,6946.728637,6946.728637,
Baildon,daily,13/08/2024,3532.57,3532.57,2270.781507,2270.781507,1261.788493,1261.788493,
Baildon,daily,14/08/2024,12989.94,12989.94,8350.100784,8350.100784,4639.839216,4639.839216,
Baildon,daily,15/08/2024,13092.78,13092.78,8416.207661,8416.207661,4676.572339,4676.572339,
Baildon,daily,16/08/2024,5809.48,5809.48,5079.74817,5079.74817,729.7318297,729.7318297,
Baildon,daily,17/08/2024,29914.68,29914.68,26157.08136,26157.08136,3757.598644,3757.598644,
Baildon,daily,18/08/2024,11056.79,11056.79,7107.447059,7107.447059,3949.342941,3949.342941,
Baildon,daily,19/08/2024,26512.67,26512.67,17042.68585,17042.68585,9469.984155,9469.984155,
Baildon,daily,19/08/2024,5155.46,5155.46,3313.996107,3313.996107,1841.463893,1841.463893,
Baildon,daily,20/08/2024,9245.74,9245.74,5943.280787,5943.280787,3302.459213,3302.459213,
Baildon,daily,21/08/2024,12428.76,12428.76,7989.367051,7989.367051,4439.392949,4439.392949,
Baildon,daily,22/08/2024,7772.66,7772.66,6796.332101,6796.332101,976.3278991,976.3278991,
Baildon,daily,23/08/2024,13963.99,13963.99,12209.96589,12209.96589,1754.024108,1754.024108,
Baildon,daily,24/08/2024,4203.81,4203.81,2702.263227,2702.263227,1501.546773,1501.546773,
Baildon,daily,25/08/2024,25437.31,25437.31,16351.43058,16351.43058,9085.879417,9085.879417,
Baildon,daily,26/08/2024,12732.54,12732.54,8184.640748,8184.640748,4547.899252,4547.899252,
Baildon,daily,26/08/2024,12753.35,12753.35,8198.017684,8198.017684,4555.332316,4555.332316,
Baildon,daily,27/08/2024,8898.77,8898.77,5720.244001,5720.244001,3178.525999,3178.525999,
Baildon,daily,28/08/2024,5746.84,5746.84,5024.976414,5024.976414,721.8635864,721.8635864,
Baildon,daily,29/08/2024,17669.98,17669.98,15450.44454,15450.44454,2219.535455,2219.535455,
Baildon,daily,30/08/2024,4203.81,4203.81,2702.263227,2702.263227,1501.546773,1501.546773,
Baildon,daily,31/08/2024,7697.66,7697.66,4948.155019,4948.155019,2749.504981,2749.504981,
Baildon,daily,01/09/2024,15528.02,15528.02,9981.611307,9981.611307,5546.408693,5546.408693,
Baildon,daily,01/09/2024,6215.76,6215.76,3995.570607,3995.570607,2220.189393,2220.189393,
Baildon,daily,02/09/2024,5932.51,5932.51,3813.493858,3813.493858,2119.016142,2119.016142,
Baildon,daily,02/09/2024,7794.47,7794.47,6815.402535,6815.402535,979.0674646,979.0674646,
Baildon,daily,03/09/2024,17145.6,17145.6,14991.93219,14991.93219,2153.667808,2153.667808,
Baildon,daily,04/09/2024,4203.81,4203.81,2702.263227,2702.263227,1501.546773,1501.546773,
Baildon,daily,05/09/2024,6493.75,6493.75,4174.266161,4174.266161,2319.483839,2319.483839,
Baildon,daily,06/09/2024,10310.91,10310.91,6627.985786,6627.985786,3682.924214,3682.924214,
Baildon,daily,07/09/2024,4810.8,4810.8,3092.444219,3092.444219,1718.355781,1718.355781,
Baildon,daily,08/09/2024,10073.53,10073.53,6475.394864,6475.394864,3598.135136,3598.135136,
Baildon,daily,09/09/2024,3971.13,3971.13,3472.314278,3472.314278,498.815722,498.815722,
Baildon,daily,09/09/2024,11916.68,11916.68,10419.81958,10419.81958,1496.860425,1496.860425,
Baildon,daily,10/09/2024,22727.07,22727.07,14609.25339,14609.25339,8117.816606,8117.816606,
Baildon,daily,11/09/2024,6493.75,6493.75,4174.266161,4174.266161,2319.483839,2319.483839,
Baildon,daily,12/09/2024,12983.08,12983.08,8345.691088,8345.691088,4637.388912,4637.388912,
Baildon,daily,13/09/2024,3187.06,3187.06,2048.683228,2048.683228,1138.376772,1138.376772,
Baildon,daily,14/09/2024,4533.25,4533.25,2914.031503,2914.031503,1619.218497,1619.218497,
Baildon,daily,15/09/2024,15652.07,15652.07,13686.00528,13686.00528,1966.064722,1966.064722,
Baildon,daily,16/09/2024,8937.51,8937.51,7814.864682,7814.864682,1122.645318,1122.645318,
Baildon,daily,16/09/2024,2840.88,2840.88,1826.154264,1826.154264,1014.725736,1014.725736,
Baildon,daily,17/09/2024,6032.96,6032.96,3878.064412,3878.064412,2154.895588,2154.895588,
Baildon,daily,18/09/2024,5155.46,5155.46,3313.996107,3313.996107,1841.463893,1841.463893,
Baildon,daily,19/09/2024,3187.06,3187.06,2048.683228,2048.683228,1138.376772,1138.376772,
Baildon,daily,21/09/2024,2979.66,2979.66,1915.363836,1915.363836,1064.296164,1064.296164,
Baildon,daily,22/09/2024,3971.13,3971.13,3472.314278,3472.314278,498.815722,498.815722,
Baildon,daily,23/09/2024,43982.21,43982.21,38457.58153,38457.58153,5524.628465,5524.628465,
Baildon,daily,23/09/2024,2840.88,2840.88,1826.154264,1826.154264,1014.725736,1014.725736,
Baildon,daily,24/09/2024,2432.14,2432.14,1563.410926,1563.410926,868.7290742,868.7290742,
Baildon,daily,25/09/2024,3563.89,3563.89,2290.914406,2290.914406,1272.975594,1272.975594,
Baildon,daily,26/09/2024,12743.14,12743.14,8191.454565,8191.454565,4551.685435,4551.685435,
Baildon,daily,28/09/2024,2979.66,2979.66,1915.363836,1915.363836,1064.296164,1064.296164,
Baildon,daily,29/09/2024,16116.99,16116.99,14092.52643,14092.52643,2024.463567,2024.463567,
Baildon,daily,30/09/2024,5497.78,5497.78,4807.200971,4807.200971,690.5790292,690.5790292,
Baildon,daily,30/09/2024,2840.88,2840.88,1826.154264,1826.154264,1014.725736,1014.725736,
Baildon,daily,01/10/2024,2432.14,2432.14,1563.410926,1563.410926,868.7290742,868.7290742,
Baildon,daily,01/10/2024,1622.89,1622.89,1043.2146,1043.2146,579.6753999,579.6753999,
Baildon,daily,02/10/2024,1592.89,1592.89,1023.930214,1023.930214,568.9597864,568.9597864,
Baildon,daily,03/10/2024,2979.66,2979.66,1915.363836,1915.363836,1064.296164,1064.296164,
Baildon,daily,05/10/2024,3971.13,3971.13,3472.314278,3472.314278,498.815722,498.815722,
Baildon,daily,06/10/2024,5497.78,5497.78,4807.200971,4807.200971,690.5790292,690.5790292,
Baildon,daily,07/10/2024,2840.88,2840.88,1826.154264,1826.154264,1014.725736,1014.725736,
Baildon,daily,07/10/2024,2432.14,2432.14,1563.410926,1563.410926,868.7290742,868.7290742,
Baildon,daily,08/10/2024,1622.89,1622.89,1043.2146,1043.2146,579.6753999,579.6753999,
Baildon,daily,09/10/2024,1592.89,1592.89,1023.930214,1023.930214,568.9597864,568.9597864,
Baildon,daily,10/10/2024,13763.73,13763.73,8847.502965,8847.502965,4916.227035,4916.227035,
Baildon,daily,11/10/2024,3971.13,3971.13,3472.314278,3472.314278,498.815722,498.815722,
Baildon,daily,12/10/2024,5497.78,5497.78,4807.200971,4807.200971,690.5790292,690.5790292,
Baildon,daily,13/10/2024,19457.15,19457.15,12507.30669,12507.30669,6949.843309,6949.843309,
Baildon,daily,14/10/2024,1592.89,1592.89,1023.930214,1023.930214,568.9597864,568.9597864,
Baildon,daily,14/10/2024,1720.47,1720.47,1105.940281,1105.940281,614.5297188,614.5297188,
Baildon,daily,15/10/2024,2014.62,2014.62,1761.562525,1761.562525,253.0574748,253.0574748,
Baildon,daily,16/10/2024,5497.78,5497.78,4807.200971,4807.200971,690.5790292,690.5790292,
Baildon,daily,17/10/2024,2432.14,2432.14,1563.410926,1563.410926,868.7290742,868.7290742,
Baildon,daily,18/10/2024,1592.89,1592.89,1023.930214,1023.930214,568.9597864,568.9597864,
Baildon,daily,19/10/2024,1720.47,1720.47,1105.940281,1105.940281,614.5297188,614.5297188,
Baildon,daily,20/10/2024,4381.94,4381.94,3831.522218,3831.522218,550.4177816,550.4177816,
Baildon,daily,21/10/2024,2432.14,2432.14,1563.410926,1563.410926,868.7290742,868.7290742,
Baildon,daily,21/10/2024,1720.47,1720.47,1105.940281,1105.940281,614.5297188,614.5297188,
Baildon,daily,22/10/2024,2367.31,2367.31,2069.950949,2069.950949,297.3590507,297.3590507,
Baildon,daily,23/10/2024,2432.14,2432.14,1563.410926,1563.410926,868.7290742,868.7290742,
Baildon,daily,24/10/2024,1720.47,1720.47,1105.940281,1105.940281,614.5297188,614.5297188,
Baildon,daily,25/10/2024,2367.31,2367.31,2069.950949,2069.950949,297.3590507,297.3590507,
Baildon,daily,26/10/2024,2432.14,2432.14,1563.410926,1563.410926,868.7290742,868.7290742,
Baildon,daily,27/10/2024,1891.24,1891.24,1215.713437,1215.713437,675.5265627,675.5265627,
Baildon,daily,28/10/2024,2367.31,2367.31,2069.950949,2069.950949,297.3590507,297.3590507,
Baildon,daily,28/10/2024,1891.24,1891.24,1215.713437,1215.713437,675.5265627,675.5265627,
Baildon,daily,29/10/2024,18938.51,18938.51,16559.63383,16559.63383,2378.876174,2378.876174,
Baildon,daily,30/10/2024,1891.24,1891.24,1215.713437,1215.713437,675.5265627,675.5265627,
Baildon,daily,31/10/2024,2367.31,2367.31,2069.950949,2069.950949,297.3590507,297.3590507,
Baildon,daily,01/11/2024,1891.24,1891.24,1215.713437,1215.713437,675.5265627,675.5265627,
Baildon,daily,01/11/2024,2367.31,2367.31,2069.950949,2069.950949,297.3590507,297.3590507,
Baildon,daily,02/11/2024,3456.24,3456.24,3022.099881,3022.099881,434.1401191,434.1401191,
Baildon,daily,03/11/2024,15129.89,15129.89,9725.688214,9725.688214,5404.201786,5404.201786,
Baildon,daily,04/11/2024,2367.31,2367.31,2069.950949,2069.950949,297.3590507,297.3590507,
Baildon,daily,04/11/2024,3456.24,3456.24,3022.099881,3022.099881,434.1401191,434.1401191,
Baildon,daily,05/11/2024,1891.24,1891.24,1215.713437,1215.713437,675.5265627,675.5265627,
Baildon,daily,06/11/2024,2367.31,2367.31,2069.950949,2069.950949,297.3590507,297.3590507,
Baildon,daily,07/11/2024,3456.24,3456.24,3022.099881,3022.099881,434.1401191,434.1401191,
Baildon,daily,08/11/2024,1891.24,1891.24,1215.713437,1215.713437,675.5265627,675.5265627,
Baildon,daily,09/11/2024,3456.24,3456.24,3022.099881,3022.099881,434.1401191,434.1401191,
Baildon,daily,10/11/2024,1891.24,1891.24,1215.713437,1215.713437,675.5265627,675.5265627,
Baildon,daily,11/11/2024,27649.94,27649.94,24176.81654,24176.81654,3473.123465,3473.123465,
Baildon,daily,11/11/2024,1891.24,1891.24,1215.713437,1215.713437,675.5265627,675.5265627,
Baildon,daily,12/11/2024,3456.24,3456.24,3022.099881,3022.099881,434.1401191,434.1401191,
Baildon,weekly,13/11/2024,69213.61,9887.66,52193.02873,7456.148038,17020.58127,2431.511962,
Baildon,weekly,14/11/2024,90764.28,12966.33,68444.09175,9777.730625,22320.18825,3188.599375,
Baildon,weekly,15/11/2024,79569.53,11367.08,60002.28517,8571.758256,19567.24483,2795.321744,
Baildon,weekly,16/11/2024,75268.1,10752.59,56758.63613,8108.379822,18509.46387,2644.210178,
Baildon,weekly,17/11/2024,81557.21,11651.03,61501.16725,8785.881035,20056.04275,2865.148965,
Baildon,weekly,18/11/2024,72556.66,10365.24,54713.97662,7816.284529,17842.68338,2548.955471,
Baildon,weekly,18/11/2024,88191.02,12598.72,66503.63188,9500.520994,21687.38812,3098.199006,
Baildon,weekly,19/11/2024,81045.47,11577.92,61115.27117,8730.749792,19930.19883,2847.170208,
Baildon,weekly,20/11/2024,95271.38,13610.2,71842.8337,10263.26411,23428.5463,3346.935888,
Baildon,weekly,21/11/2024,78911.45,11273.06,59506.03612,8500.859071,19405.41388,2772.200929,
Baildon,weekly,22/11/2024,78136.21,11162.32,58921.43833,8417.351564,19214.77167,2744.968436,
Baildon,weekly,23/11/2024,76337.8,10905.4,57565.28215,8223.611736,18772.51785,2681.788264,
Baildon,weekly,24/11/2024,86214.74,12316.39,65013.34638,9287.619835,21201.39362,3028.770165,
Baildon,weekly,25/11/2024,79735.76,11390.82,60127.63692,8589.660263,19608.12308,2801.159737,
Baildon,weekly,25/11/2024,90820.77,12974.4,68486.69008,9783.816101,22334.07992,3190.583899,
Baildon,weekly,26/11/2024,94604.52,13514.93,71339.96377,10191.42232,23264.55623,3323.507681,
Baildon,weekly,27/11/2024,98743.44,14106.21,74461.06626,10637.29841,24282.37374,3468.911588,
Baildon,weekly,28/11/2024,116262.31,16608.9,87671.80451,12524.54242,28590.50549,4084.357575,
Baildon,weekly,29/11/2024,92647.88,13235.41,69864.48853,9980.640142,22783.39147,3254.769858,
Baildon,weekly,30/11/2024,93020.25,13288.61,70145.28761,10020.75753,22874.96239,3267.852472,
Baildon,weekly,01/12/2024,87733.02,12533.29,66158.26039,9451.181133,21574.75961,3082.108867,
Baildon,weekly,01/12/2024,94468.58,13495.51,71237.45329,10176.77796,23231.12671,3318.732035,
Baildon,weekly,02/12/2024,89693.83,12813.4,67636.88017,9662.408221,22056.94983,3150.991779,
Baildon,weekly,02/12/2024,112695.51,16099.36,84982.12982,12140.30534,27713.38018,3959.054662,
Baildon,weekly,03/12/2024,87043.39,12434.77,65638.21992,9376.88856,21405.17008,3057.88144,
Baildon,weekly,04/12/2024,87554.67,12507.81,66023.76912,9431.967017,21530.90088,3075.842983,
Baildon,weekly,05/12/2024,95577.25,13653.89,72073.48605,10296.21014,23503.76395,3357.679862,
Baildon,weekly,06/12/2024,87596.01,12513.72,66054.94304,9436.423666,21541.06696,3077.296334,
Baildon,weekly,07/12/2024,90372.63,12910.38,68148.75389,9735.539502,22223.87611,3174.840498,
Baildon,weekly,08/12/2024,90125.29,12875.04,67962.23821,9708.890095,22163.05179,3166.149905,
Baildon,weekly,09/12/2024,93113.39,13301.91,70215.5232,10030.78687,22897.8668,3271.123125,
Baildon,weekly,09/12/2024,89541.08,12791.58,67521.6935,9645.95406,22019.3865,3145.62594,
Baildon,weekly,10/12/2024,86746.83,12392.4,65414.58811,9344.937927,21332.24189,3047.462073,
Baildon,weekly,11/12/2024,90756.37,12965.2,68438.12693,9776.878507,22318.24307,3188.321493,
Baildon,weekly,12/12/2024,83472.38,11924.63,62945.37053,8992.199022,20527.00947,2932.430978,
Baildon,weekly,13/12/2024,86612.37,12373.2,65313.19368,9330.459472,21299.17632,3042.740528,
Baildon,weekly,14/12/2024,110533.8,15790.54,83352.01413,11907.42844,27181.78587,3883.111565,
Baildon,weekly,15/12/2024,81738.16,11676.88,61637.61915,8805.374164,20100.54085,2871.505836,
Baildon,weekly,16/12/2024,81123.3,11589.04,61173.9617,8739.135231,19949.3383,2849.904769,
Baildon,weekly,16/12/2024,81691.9,11670.27,61602.73512,8800.389654,20089.16488,2869.880346,
Baildon,weekly,17/12/2024,86006.27,12286.61,64856.14203,9265.163147,21150.12797,3021.446853,
Baildon,weekly,18/12/2024,81111.67,11587.38,61165.19168,8737.883448,19946.47832,2849.496552,
Baildon,weekly,19/12/2024,84097.29,12013.9,63416.60654,9059.516298,20680.68346,2954.383702,
Baildon,weekly,20/12/2024,76569.3,10938.47,57739.85311,8248.549367,18829.44689,2689.920633,
Baildon,weekly,21/12/2024,76897.68,10985.38,57987.47994,8283.923551,18910.20006,2701.456449,
Baildon,weekly,22/12/2024,79289.85,11327.12,59791.38234,8541.624971,19498.46766,2785.495029,
Baildon,weekly,23/12/2024,76248.17,10892.6,57497.6934,8213.959432,18750.4766,2678.640568,
Baildon,weekly,23/12/2024,71277.16,10182.45,53749.12332,7678.445111,17528.03668,2504.004889,
Baildon,weekly,24/12/2024,70522.19,10074.6,53179.81086,7597.116914,17342.37914,2477.483086,
Baildon,weekly,25/12/2024,71787.82,10255.4,54134.20498,7733.4557,17653.61502,2521.9443,
Baildon,weekly,26/12/2024,72697.24,10385.32,54819.98606,7831.42658,17877.25394,2553.89342,
Baildon,weekly,27/12/2024,73895.81,10556.54,55723.81117,7960.541221,18171.99883,2595.998779,
Baildon,weekly,28/12/2024,71436.55,10205.22,53869.31712,7695.615654,17567.23288,2509.604346,
Baildon,weekly,29/12/2024,78752.78,11250.4,59386.38526,8483.771477,19366.39474,2766.628523,
Baildon,weekly,30/12/2024,79396.26,11342.32,59871.62465,8553.087082,19524.63535,2789.232918,
Baildon,weekly,30/12/2024,70233.8,10033.4,52962.33993,7566.048562,17271.46007,2467.351438,
Baildon,weekly,31/12/2024,90901.66,12985.95,68547.68811,9792.525796,22353.97189,3193.424204,
Baildon,weekly,01/01/2025,73971.52,10567.36,55780.90304,7968.700434,18190.61696,2598.659566,
Baildon,weekly,01/01/2025,74846.81,10692.4,56440.94715,8062.991373,18405.86285,2629.408627,
Baildon,weekly,02/01/2025,77809.26,11115.61,58674.88984,8382.128197,19134.37016,2733.481803,
Baildon,weekly,03/01/2025,78096.82,11156.69,58891.73487,8413.106059,19205.08513,2743.583941,
Baildon,weekly,04/01/2025,82854.06,11836.29,62479.10395,8925.583046,20374.95605,2910.706954,
Baildon,weekly,05/01/2025,85174.04,12167.72,64228.56887,9175.509838,20945.47113,2992.210162,
Baildon,weekly,06/01/2025,90101.22,12871.6,67944.08735,9706.296038,22157.13265,3165.303962,
Baildon,weekly,06/01/2025,90253.67,12893.38,68059.04779,9722.720036,22194.62221,3170.659964,
Baildon,weekly,07/01/2025,83963.59,11994.8,63315.78522,9045.113251,20647.80478,2949.686749,
Baildon,weekly,08/01/2025,85533.65,12219.09,64499.74581,9214.247247,21033.90419,3004.842753,
Baildon,weekly,09/01/2025,96162.83,13737.55,72515.06385,10359.29699,23647.76615,3378.25301,
Baildon,weekly,10/01/2025,81375.2,11625.03,61363.91602,8766.274794,20011.28398,2858.755206,
Baildon,weekly,11/01/2025,76495.15,10927.88,57683.93761,8240.563594,18811.21239,2687.316406,
Baildon,weekly,12/01/2025,82970.29,11852.9,62566.75139,8938.108418,20403.53861,2914.791582,
Baildon,weekly,13/01/2025,75737.12,10819.59,57112.31765,8158.903598,18624.80235,2660.686402,
Baildon,weekly,13/01/2025,88160.15,12594.31,66480.35323,9497.195474,21679.79677,3097.114526,
Baildon,weekly,14/01/2025,97405.61,13915.09,73452.22711,10493.17746,23953.38289,3421.912544,
Baildon,weekly,15/01/2025,83137.8,11876.83,62693.06837,8956.153701,20444.73163,2920.676299,
Baildon,weekly,16/01/2025,86689.77,12384.25,65371.55995,9338.792125,21318.21005,3045.457875,
Baildon,weekly,17/01/2025,91887.16,13126.74,69290.84007,9898.693594,22596.31993,3228.046406,
Baildon,weekly,18/01/2025,81353.51,11621.93,61347.55989,8763.937126,20005.95011,2857.992874,
Baildon,weekly,19/01/2025,83142.07,11877.44,62696.28831,8956.613694,20445.78169,2920.826306,
Baildon,weekly,20/01/2025,78765.55,11252.22,59396.01494,8485.143914,19369.53506,2767.076086,
Baildon,weekly,20/01/2025,70275.38,10039.34,52993.69484,7570.527834,17281.68516,2468.812166,
Baildon,weekly,21/01/2025,67450.42,9635.77,50863.43146,7266.201263,16586.98854,2369.568737,
Baildon,weekly,22/01/2025,64821.37,9260.2,48880.90112,6982.989106,15940.46888,2277.210894,
Baildon,weekly,23/01/2025,62785.49,8969.36,47345.67209,6763.670673,15439.81791,2205.689327,
Baildon,weekly,24/01/2025,61981.75,8854.54,46739.58284,6677.086495,15242.16716,2177.453505,
Baildon,weekly,25/01/2025,64223.47,9174.78,48430.03297,6918.575062,15793.43703,2256.204938,
Baildon,weekly,26/01/2025,63524.95,9074.99,47903.28868,6843.324799,15621.66132,2231.665201,
Baildon,weekly,27/01/2025,68354.85,9764.98,51545.44965,7363.636742,16809.40035,2401.343258,
Baildon,weekly,27/01/2025,62385.11,8912.16,47043.75105,6720.536942,15341.35895,2191.623058,
Baildon,weekly,28/01/2025,57723.02,8246.15,43528.13328,6218.307986,14194.88672,2027.842014,
Baildon,weekly,29/01/2025,60910.91,8701.56,45932.07716,6561.726386,14978.83284,2139.833614,
Baildon,weekly,30/01/2025,61164.28,8737.75,46123.13999,6589.016766,15041.14001,2148.733234,
Baildon,weekly,31/01/2025,56810.68,8115.81,42840.15027,6120.02039,13970.52973,1995.78961,
Baildon,weekly,01/02/2025,53634.41,7662.06,40444.96887,5777.853773,13189.44113,1884.206227,
Baildon,weekly,01/02/2025,53027.36,7575.34,39987.20084,5712.459417,13040.15916,1862.880583,
Baildon,weekly,02/02/2025,54663.03,7809,41220.63703,5888.6592,13442.39297,1920.3408,
Baildon,weekly,03/02/2025,56863.21,8123.32,42879.76242,6125.683577,13983.44758,1997.636423,
Baildon,weekly,03/02/2025,57252.31,8178.9,43173.17736,6167.595689,14079.13264,2011.304311,
Baildon,weekly,04/02/2025,53687.02,7669.57,40484.64135,5783.51696,13202.37865,1886.05304,
Baildon,weekly,05/02/2025,51924.47,7417.78,39155.5267,5593.645594,12768.9433,1824.134406,
Baildon,weekly,06/02/2025,54899.66,7842.81,41399.07644,5914.154855,13500.58356,1928.655145,
Baildon,weekly,07/02/2025,51839.46,7405.64,39091.42183,5584.490987,12748.03817,1821.149013,
Baildon,weekly,08/02/2025,59439.54,8491.36,44822.53734,6403.217465,14617.00266,2088.142535,
Baildon,weekly,09/02/2025,58542.9,8363.27,44146.39348,6306.626563,14396.50652,2056.643437,
Baildon,weekly,10/02/2025,53049.06,7578.44,40003.56451,5714.797084,13045.49549,1863.642916,
Baildon,weekly,10/02/2025,54481.45,7783.06,41083.71005,5869.098204,13397.73995,1913.961796,
Baildon,weekly,11/02/2025,53884.62,7697.8,40633.64878,5804.804814,13250.97122,1892.995186,
Baildon,weekly,12/02/2025,51736.09,7390.87,39013.47194,5573.353134,12722.61806,1817.516866,
Baildon,weekly,13/02/2025,52734.5,7533.5,39766.35915,5680.90845,12968.14085,1852.59155,
Baildon,weekly,14/02/2025,53661.78,7665.97,40465.60821,5780.80225,13196.17179,1885.16775,
Baildon,weekly,15/02/2025,53746.8,7678.11,40529.72062,5789.956857,13217.07938,1888.153143,
Baildon,weekly,16/02/2025,56192.41,8027.49,42373.92139,6053.419496,13818.48861,1974.070504,
Baildon,weekly,17/02/2025,51045.91,7292.27,38493.01672,5499.000234,12552.89328,1793.269766,
Baildon,weekly,17/02/2025,53363.9,7623.41,40240.98101,5748.708341,13122.91899,1874.701659,
Baildon,weekly,18/02/2025,48601.66,6943.09,36649.8415,5235.688412,11951.8185,1707.401588,
Baildon,weekly,19/02/2025,47819.62,6831.37,36060.11593,5151.441901,11759.50407,1679.928099,
Baildon,weekly,20/02/2025,47993.69,6856.24,36191.37971,5170.196025,11802.31029,1686.043975,
Baildon,weekly,21/02/2025,53518.96,7645.57,40357.90962,5765.418891,13161.05038,1880.151109,
Baildon,weekly,22/02/2025,51472.52,7353.22,38814.71744,5544.961788,12657.80256,1808.258212,
Baildon,weekly,23/02/2025,47984.3,6854.9,36184.29884,5169.185549,11800.00116,1685.714451,
Baildon,weekly,24/02/2025,47221.23,6745.89,35608.87828,5086.982611,11612.35172,1658.907389,
Baildon,weekly,24/02/2025,46834.51,6690.64,35317.25806,5045.319348,11517.25194,1645.320652,
Baildon,weekly,25/02/2025,47531.33,6790.19,35842.72041,5120.388631,11688.60959,1669.801369,
Baildon,weekly,26/02/2025,44463.71,6351.96,33529.47048,4789.925431,10934.23952,1562.034569,
Baildon,weekly,27/02/2025,46016.18,6573.74,34700.1667,4957.166671,11316.0133,1616.573329,
Baildon,weekly,28/02/2025,45057.71,6436.82,33977.39769,4853.917187,11080.31231,1582.902813,
Baildon,weekly,01/03/2025,47052.82,6721.83,35481.88262,5068.839297,11570.93738,1652.990703,
Baildon,weekly,01/03/2025,43270.42,6181.49,32629.62695,4661.376356,10640.79305,1520.113644,
Baildon,weekly,02/03/2025,42796.69,6113.81,32272.39369,4610.339801,10524.29631,1503.470199,
Baildon,weekly,03/03/2025,44365.37,6337.91,33455.31364,4779.33052,10910.05636,1558.57948,
Baildon,weekly,03/03/2025,41099.15,5871.31,30992.30219,4427.473895,10106.84781,1443.836105,
Baildon,weekly,04/03/2025,43564.51,6223.5,32851.39616,4693.055517,10713.11384,1530.444483,
Baildon,weekly,05/03/2025,46063.36,6580.48,34735.74448,4962.249212,11327.61552,1618.230788,
Baildon,weekly,06/03/2025,39688.3,5669.76,29928.39966,4275.48782,9759.90034,1394.27218,
Baildon,weekly,07/03/2025,40693.24,5813.32,30686.21105,4383.744436,10007.02895,1429.575564,
Baildon,weekly,08/03/2025,42353.99,6050.57,31938.55972,4562.651389,10415.43028,1487.918611,
Baildon,weekly,09/03/2025,43157.52,6165.36,32544.49062,4649.212945,10613.02938,1516.147055,
Baildon,weekly,10/03/2025,36240.45,5177.21,27328.42353,3904.062658,8912.026474,1273.147342,
Baildon,weekly,10/03/2025,45626.79,6518.11,34406.53307,4915.216855,11220.25693,1602.893145,
Baildon,weekly,11/03/2025,46266.77,6609.54,34889.13316,4984.162957,11377.63684,1625.377043,
Baildon,weekly,12/03/2025,56384.46,8054.92,42518.74365,6074.104081,13865.71635,1980.815919,
Baildon,weekly,13/03/2025,41269.13,5895.59,31120.48176,4445.783109,10148.64824,1449.806891,
Baildon,weekly,14/03/2025,39090.92,5584.42,29477.92364,4211.134103,9612.996359,1373.285897,
Baildon,weekly,15/03/2025,44554.03,6364.86,33597.57955,4799.653144,10956.45045,1565.206856,
Baildon,weekly,16/03/2025,41584.64,5940.66,31358.4035,4479.769774,10226.2365,1460.890226,
Baildon,weekly,17/03/2025,47292.11,6756.02,35662.32791,5094.621505,11629.78209,1661.398495,
Baildon,weekly,17/03/2025,39894.56,5699.22,30083.93748,4297.7032,9810.622519,1401.5168,
Baildon,weekly,18/03/2025,48082.4,6868.91,36258.2747,5179.750297,11824.1253,1689.159703,
Baildon,weekly,19/03/2025,40935.6,5847.94,30868.97139,4409.850901,10066.62861,1438.089099,
Baildon,weekly,20/03/2025,47447.78,6778.25,35779.71651,5111.384841,11668.06349,1666.865159,
Baildon,weekly,21/03/2025,49572.49,7081.78,37381.93102,5340.272628,12190.55898,1741.507372,
Baildon,weekly,22/03/2025,49382.61,7054.66,37238.74513,5319.82181,12143.86487,1734.83819,
Baildon,weekly,23/03/2025,48109.44,6872.78,36278.66519,5182.66861,11830.77481,1690.11139,
