area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,Event took place
WILD UPLANDS,daily,10/11/2019,4089.61,4089.61,1499.873435,1499.873435,2589.736565,2589.736565,
WILD UPLANDS,daily,11/11/2019,2580.07,2580.07,216.918007,216.918007,2363.151993,2363.151993,
WILD UPLANDS,daily,11/11/2019,4395.4,4395.4,369.5409071,369.5409071,4025.859093,4025.859093,
WILD UPLANDS,daily,13/11/2019,6138.14,6138.14,516.0608416,516.0608416,5622.079158,5622.079158,
WILD UPLANDS,daily,14/11/2019,872.69,872.69,73.37094558,73.37094558,799.3190544,799.3190544,
WILD UPLANDS,daily,16/11/2019,586.73,586.73,49.32901133,49.32901133,537.4009887,537.4009887,
WILD UPLANDS,daily,17/11/2019,2344.69,2344.69,859.920199,859.920199,1484.769801,1484.769801,
WILD UPLANDS,daily,18/11/2019,5216.66,5216.66,1913.221494,1913.221494,3303.438506,3303.438506,
WILD UPLANDS,daily,18/11/2019,1538.21,1538.21,129.3241841,129.3241841,1408.885816,1408.885816,
WILD UPLANDS,daily,20/11/2019,2619.87,2619.87,220.2641708,220.2641708,2399.605829,2399.605829,
WILD UPLANDS,daily,23/11/2019,3181.27,3181.27,267.4635759,267.4635759,2913.806424,2913.806424,
WILD UPLANDS,daily,24/11/2019,1281.84,1281.84,107.7700133,107.7700133,1174.069987,1174.069987,
WILD UPLANDS,daily,25/11/2019,586.73,586.73,49.32901133,49.32901133,537.4009887,537.4009887,
WILD UPLANDS,daily,26/11/2019,2887.51,2887.51,1059.000624,1059.000624,1828.509376,1828.509376,
WILD UPLANDS,daily,27/11/2019,20262.95,20262.95,7431.481346,7431.481346,12831.46865,12831.46865,
WILD UPLANDS,daily,29/11/2019,2276.38,2276.38,191.3854325,191.3854325,2084.994567,2084.994567,
WILD UPLANDS,daily,30/11/2019,2197.7,2197.7,184.7704535,184.7704535,2012.929546,2012.929546,
WILD UPLANDS,daily,01/12/2019,4768.8,4768.8,400.9343126,400.9343126,4367.865687,4367.865687,
WILD UPLANDS,daily,01/12/2019,872.69,872.69,73.37094558,73.37094558,799.3190544,799.3190544,
WILD UPLANDS,daily,02/12/2019,586.73,586.73,49.32901133,49.32901133,537.4009887,537.4009887,
WILD UPLANDS,daily,03/12/2019,4435.11,4435.11,1626.586318,1626.586318,2808.523682,2808.523682,
WILD UPLANDS,daily,04/12/2019,10433.32,10433.32,3826.442988,3826.442988,6606.877012,6606.877012,
WILD UPLANDS,daily,05/12/2019,4987.24,4987.24,419.2995389,419.2995389,4567.940461,4567.940461,
WILD UPLANDS,daily,06/12/2019,950.89,950.89,79.9455688,79.9455688,870.9444312,870.9444312,
WILD UPLANDS,daily,07/12/2019,4287.38,4287.38,360.4591833,360.4591833,3926.920817,3926.920817,
WILD UPLANDS,daily,08/12/2019,872.69,872.69,73.37094558,73.37094558,799.3190544,799.3190544,
WILD UPLANDS,daily,09/12/2019,4645.81,4645.81,1703.861005,1703.861005,2941.948995,2941.948995,
WILD UPLANDS,daily,09/12/2019,11679.79,11679.79,4283.588594,4283.588594,7396.201406,7396.201406,
WILD UPLANDS,daily,10/12/2019,1636.91,1636.91,137.6223338,137.6223338,1499.287666,1499.287666,
WILD UPLANDS,daily,11/12/2019,327.48,327.48,27.53270607,27.53270607,299.9472939,299.9472939,
WILD UPLANDS,daily,12/12/2019,9974,9974,838.5587221,838.5587221,9135.441278,9135.441278,
WILD UPLANDS,daily,13/12/2019,160.23,160.23,13.47125166,13.47125166,146.7587483,146.7587483,
WILD UPLANDS,daily,14/12/2019,554.14,554.14,46.58902449,46.58902449,507.5509755,507.5509755,
WILD UPLANDS,daily,15/12/2019,3256.88,3256.88,1194.467882,1194.467882,2062.412118,2062.412118,
WILD UPLANDS,daily,16/12/2019,6980.06,6980.06,2559.952311,2559.952311,4420.107689,4420.107689,
WILD UPLANDS,daily,16/12/2019,1314.41,1314.41,110.5083186,110.5083186,1203.901681,1203.901681,
WILD UPLANDS,daily,17/12/2019,327.48,327.48,27.53270607,27.53270607,299.9472939,299.9472939,
WILD UPLANDS,daily,18/12/2019,4693.87,4693.87,394.6346129,394.6346129,4299.235387,4299.235387,
WILD UPLANDS,daily,19/12/2019,160.23,160.23,13.47125166,13.47125166,146.7587483,146.7587483,
WILD UPLANDS,daily,20/12/2019,554.14,554.14,46.58902449,46.58902449,507.5509755,507.5509755,
WILD UPLANDS,daily,21/12/2019,2056.3,2056.3,754.1525341,754.1525341,1302.147466,1302.147466,
WILD UPLANDS,daily,22/12/2019,6649.66,6649.66,2438.777387,2438.777387,4210.882613,4210.882613,
WILD UPLANDS,daily,23/12/2019,1122.13,1122.13,94.34248033,94.34248033,1027.78752,1027.78752,
WILD UPLANDS,daily,23/12/2019,2721.75,2721.75,228.8296773,228.8296773,2492.920323,2492.920323,
WILD UPLANDS,daily,24/12/2019,554.14,554.14,46.58902449,46.58902449,507.5509755,507.5509755,
WILD UPLANDS,daily,25/12/2019,2824.16,2824.16,1035.766873,1035.766873,1788.393127,1788.393127,
WILD UPLANDS,daily,26/12/2019,4987.24,4987.24,1829.081206,1829.081206,3158.158794,3158.158794,
WILD UPLANDS,daily,27/12/2019,2547.06,2547.06,214.1427089,214.1427089,2332.917291,2332.917291,
WILD UPLANDS,daily,28/12/2019,3629.01,3629.01,305.1070772,305.1070772,3323.902923,3323.902923,
WILD UPLANDS,daily,29/12/2019,554.14,554.14,46.58902449,46.58902449,507.5509755,507.5509755,
WILD UPLANDS,daily,30/12/2019,2118.12,2118.12,776.8251547,776.8251547,1341.294845,1341.294845,
WILD UPLANDS,daily,30/12/2019,5319.72,5319.72,1951.018975,1951.018975,3368.701025,3368.701025,
WILD UPLANDS,daily,31/12/2019,3989.79,3989.79,335.439463,335.439463,3654.350537,3654.350537,
WILD UPLANDS,daily,01/01/2020,2721.75,2721.75,228.8296773,228.8296773,2492.920323,2492.920323,
WILD UPLANDS,daily,01/01/2020,4433.1,4433.1,372.7105144,372.7105144,4060.389486,4060.389486,
WILD UPLANDS,daily,02/01/2020,1511.79,1511.79,554.4522976,554.4522976,957.3377024,957.3377024,
WILD UPLANDS,daily,03/01/2020,4793.29,4793.29,1757.949618,1757.949618,3035.340382,3035.340382,
WILD UPLANDS,daily,04/01/2020,1923.65,1923.65,161.7298462,161.7298462,1761.920154,1761.920154,
WILD UPLANDS,daily,05/01/2020,1417.94,1417.94,119.2125481,119.2125481,1298.727452,1298.727452,
WILD UPLANDS,daily,06/01/2020,554.14,554.14,46.58902449,46.58902449,507.5509755,507.5509755,
WILD UPLANDS,daily,06/01/2020,9612.03,9612.03,3525.23308,3525.23308,6086.79692,6086.79692,
WILD UPLANDS,daily,07/01/2020,3195.53,3195.53,1171.967635,1171.967635,2023.562365,2023.562365,
WILD UPLANDS,daily,08/01/2020,1923.65,1923.65,161.7298462,161.7298462,1761.920154,1761.920154,
WILD UPLANDS,daily,09/01/2020,6649.66,6649.66,559.0666124,559.0666124,6090.593388,6090.593388,
WILD UPLANDS,daily,10/01/2020,554.14,554.14,46.58902449,46.58902449,507.5509755,507.5509755,
WILD UPLANDS,daily,11/01/2020,2397.3,2397.3,879.2150318,879.2150318,1518.084968,1518.084968,
WILD UPLANDS,daily,12/01/2020,8866.21,8866.21,3251.70196,3251.70196,5614.50804,5614.50804,
